parent_asin,review_count,sentiment_score_mean,positive_ratio,negative_ratio,normalized_sentiment_mean,normalized_review_volume,product_potential_score
B07DTRYMQQ,1,3.0,1.0,0.0,1.0,0.0,0.7
B0797RKSF7,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DVCBYTP,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DVKVFPG,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DW16DD9,1,3.0,1.0,0.0,1.0,0.0,0.7
B0797CHKDJ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07F461779,1,3.0,1.0,0.0,1.0,0.0,0.7
B0797LQT4V,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FKD1RBL,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FKFMRGF,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FKQ1KC8,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FKS68JT,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FKYHTWP,1,3.0,1.0,0.0,1.0,0.0,0.7
B07F6SN2B6,1,3.0,1.0,0.0,1.0,0.0,0.7
B07F6Y9N43,1,3.0,1.0,0.0,1.0,0.0,0.7
B07F2XM5HW,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1QG1V5P,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FFCTZLC,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FFR97YR,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FFTDLSL,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FL447HM,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3VDGR74,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FG7YXDF,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FGKRX43,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FGX8LBF,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FK3G173,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FSBRRTP,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FZ23BM6,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FZ6DBT7,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FZSR9JW,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FZZ5W3J,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G12L4SC,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FVR4ZSG,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FVV98Z4,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G1QF1WV,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G268ZWL,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G28NF3L,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FK8JT5T,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FSGRH87,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FP8VLXS,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3JCZLR6,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FPPB5X7,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FQ24C67,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FQ94LV7,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FQCBWK7,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FCZY1ZB,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FD3YXKR,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FFCGJ5L,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3JBYJTG,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FDCDQMM,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FDFSF4L,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FQHW34C,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FR6GVF1,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FRFXP2K,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FDLP1QH,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FDTCR9R,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FDVYDB3,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FDZ6BL9,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FDC8HNF,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DGFBLCX,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DGGJZN2,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DGRR6G2,1,3.0,1.0,0.0,1.0,0.0,0.7
B079661FSM,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DKNBSW3,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DLC2SFZ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DGZ8ZC7,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DH8JGQ6,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DHN9V34,1,3.0,1.0,0.0,1.0,0.0,0.7
B0793Q93B8,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DK1VQCH,1,3.0,1.0,0.0,1.0,0.0,0.7
B07F1TKR5W,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DW3S691,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DW5431G,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DW89KQS,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DWR6TYJ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DX2416X,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DX7TGJ2,1,3.0,1.0,0.0,1.0,0.0,0.7
B07F2GQGTY,1,3.0,1.0,0.0,1.0,0.0,0.7
B07F2PMFBB,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DK1M5JF,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B26ZQJCP,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DQK6LQ9,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DQQPF1T,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DR89CD9,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DRGF8C2,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DRGR6LX,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DPDT6LC,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DPKVYXR,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DPKZTTV,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DG98P2K,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DF7NZCN,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DFFTMS4,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DFPWZ86,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DFTQ24N,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DFVWWKY,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DQJ3PXJ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DK3RTX9,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DG251LH,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DG3DQCZ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DG5KLNK,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DDPPXHF,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1DLFXPD,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1FBRHB8,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1GTBFR2,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1HCX376,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B18JSZLL,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B18S89WV,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B19LYY95,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1J3FQCX,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1LLF4HM,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DX98TJK,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1MNFSG9,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1PR3TMD,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1Q6B33R,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1D1Q35D,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1D6RBKY,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1S914V5,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1SBBW3L,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1T9M5XG,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1TPSRLX,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1HR8JSR,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1MGB5PY,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DYWW1P2,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DZXVFTK,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DZZGLD1,1,3.0,1.0,0.0,1.0,0.0,0.7
B07F131BC8,1,3.0,1.0,0.0,1.0,0.0,0.7
B07F1F7T7V,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DLP63DT,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DMHHBJ7,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DMT8SLQ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DN7XBN3,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DPC98DT,1,3.0,1.0,0.0,1.0,0.0,0.7
B07F231CVD,1,3.0,1.0,0.0,1.0,0.0,0.7
B07F26T6XM,1,3.0,1.0,0.0,1.0,0.0,0.7
B07F2BDJ5S,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DQBC6NH,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DND2W6W,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DNG9XSZ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DNSZPXG,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DNTKT1R,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DNY6Z6G,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DNZZCPX,1,3.0,1.0,0.0,1.0,0.0,0.7
B07DN8G654,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GB4ZD16,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GB7298K,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GB772F7,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3MKYSFC,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GBRV8W5,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GBV4992,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GWGGZLQ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GWKZLLT,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GXCFNKJ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G2D2YLR,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GTQWMHR,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GRYTHBQ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GS2X6DD,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GSCCJ9Y,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GZJRP9J,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GZK69JX,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GZKSWNQ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GVDZSK8,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GVGMYSR,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3KJPN5V,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GTF68VH,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GKXPKRS,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GL6S731,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3D5VN6V,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G8CQL66,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G8N2V9V,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G8N3PP1,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GN87JTJ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GNK18VJ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GP2ZDQ8,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GDJJV3F,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GC6PWLN,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G8NP3LL,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G99CQT2,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G9H7BVQ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G9NNK8Z,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GB3SVRD,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G7J8FT4,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G7T7PDL,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GDH82R4,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3NCYQPT,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3CL5JW7,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZHMS2D1,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZHTQP8H,1,3.0,1.0,0.0,1.0,0.0,0.7
B07H59Q7LG,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZNLXW43,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZNNX5X5,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B38RQ6GG,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZHVV9R1,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZJY33TQ,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZKK8GCD,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GKBHZHH,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZKN1KVG,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZKYVCTN,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B38N74WZ,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZPV8WBV,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZQ8RH7W,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3J29VCL,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZQS1HW3,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZL3GXHN,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZLFV5PC,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZMJCQ51,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZKKXQWV,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GDRDV2G,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GDXCJLM,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GF9CF2X,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3BGW87S,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GFDT3YZ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GFGJPNQ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GYQDDY3,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B39BHRG9,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GZ55W6H,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZH6PG3G,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GG424BQ,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B38RWYY7,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GGVNF14,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GH1XXGW,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GJPFR6L,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GJT6N1Q,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZBJKPX1,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZDNLXGV,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZF4LT72,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZGMKVVK,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GLXJHQ3,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G2FHYZB,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G2G18YH,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G2TGYJ7,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G33WLL1,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G3HYDJQ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G3N7M78,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G761DF7,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G5JJR8D,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G5S4XB5,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GKNV5DC,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G4SQQH2,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G54S9J8,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G55X5MW,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FTCRKB7,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FTKQ97Q,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FTSFGXH,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G61MF64,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G62CTBW,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3R5CQK9,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G6XRZJ7,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G5WSBB4,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G2D4CZK,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G2DVQD5,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3SSY7PJ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FY5DVJS,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FMBTVJ2,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FMBYFD1,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FMJFCDJ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FMQ4YR7,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FMTCCG5,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G57SHSL,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G1LGS62,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FN2N9ZF,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FN9MT3B,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3SS4533,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FNBYS5K,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FNSB7G7,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FP3LY47,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FP4DVVF,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FM4HKWN,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G57JHYP,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FMYHX1F,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B17ZF7RP,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B11CLXY5,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3GNJS9L,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B11NY3JQ,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B129DM9T,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B12F9TGV,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3G6312M,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B12M535K,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZV2LJ67,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FW38SF8,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3D7FSMY,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B148JDG2,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1558113,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B1589N63,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B15CWFS2,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B17SVFFL,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GRJMY68,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GRM7FM9,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GRS3T39,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GRWNQ4M,1,3.0,1.0,0.0,1.0,0.0,0.7
B07G3WVR5C,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FXCWB22,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FXJD8W1,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FSQTBTQ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FSXHVLN,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FSZKFX4,1,3.0,1.0,0.0,1.0,0.0,0.7
B07FT87W4X,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZRSGDFW,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZRT81CZ,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZSN73HX,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZT458NN,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZRK3RGC,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GCBTKPF,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GCL1Z3Y,1,3.0,1.0,0.0,1.0,0.0,0.7
B07GCRGXT5,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZV66F82,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZVF9GSC,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZXDZVKR,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZXL1KB1,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZXM73ZB,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZXXPQRV,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZQSD516,1,3.0,1.0,0.0,1.0,0.0,0.7
B09ZTW2DJJ,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2LL3WWS,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B38HBY6C,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2VP252D,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2VT64HB,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2XYF8NM,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2Y5WYRG,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B31JTRDW,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B31QGH9J,1,3.0,1.0,0.0,1.0,0.0,0.7
B07BNHBTMG,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B25GGTLY,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3BJDX67,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B33KCS1Q,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B35CNQQ6,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B37TV4WJ,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B37YMFK2,1,3.0,1.0,0.0,1.0,0.0,0.7
B07C9H4JY8,1,3.0,1.0,0.0,1.0,0.0,0.7
B07C9YV85F,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CB22VVJ,1,3.0,1.0,0.0,1.0,0.0,0.7
B079K962M6,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CBLV151,1,3.0,1.0,0.0,1.0,0.0,0.7
B07BNX8N72,1,3.0,1.0,0.0,1.0,0.0,0.7
B07BGZ4Y2Q,1,3.0,1.0,0.0,1.0,0.0,0.7
B07BHBLMTG,1,3.0,1.0,0.0,1.0,0.0,0.7
B07BHGK4MC,1,3.0,1.0,0.0,1.0,0.0,0.7
B07BHGMNM5,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2LSHYKT,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2P5N455,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2QVW1ZV,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2RHYKN1,1,3.0,1.0,0.0,1.0,0.0,0.7
B079RMP2HC,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B3BTZ7KR,1,3.0,1.0,0.0,1.0,0.0,0.7
B07C3KCZML,1,3.0,1.0,0.0,1.0,0.0,0.7
B07C3VFJ7P,1,3.0,1.0,0.0,1.0,0.0,0.7
B079QKMMJ5,1,3.0,1.0,0.0,1.0,0.0,0.7
B07C3ZGG2P,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2V9KS41,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2VC4P21,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2VDVB92,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2VL2WTH,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2VNR1K4,1,3.0,1.0,0.0,1.0,0.0,0.7
B0B2KFXVGS,1,3.0,1.0,0.0,1.0,0.0,0.7
B079RC25L8,1,3.0,1.0,0.0,1.0,0.0,0.7
B07C1QB53H,1,3.0,1.0,0.0,1.0,0.0,0.7
B079P9QV3C,1,3.0,1.0,0.0,1.0,0.0,0.7
B079NW5W5Q,1,3.0,1.0,0.0,1.0,0.0,0.7
B07C2XDXXJ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07BXD6MB4,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CJZ5YHS,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CKBX2MG,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CHCSLVC,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CHKWNKC,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CBNC5D9,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CKNG3KL,1,3.0,1.0,0.0,1.0,0.0,0.7
B079GT4XJC,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CKP2CKV,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CKQY7RN,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CKR1K65,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CHSKY13,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CHX3TNJ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CJ6ZHQ6,1,3.0,1.0,0.0,1.0,0.0,0.7
B079GS8RZD,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CJ7QNX8,1,3.0,1.0,0.0,1.0,0.0,0.7
B079TH4PG8,1,3.0,1.0,0.0,1.0,0.0,0.7
B07C64MGWQ,1,3.0,1.0,0.0,1.0,0.0,0.7
B07C64VJNB,1,3.0,1.0,0.0,1.0,0.0,0.7
B079HW831N,1,3.0,1.0,0.0,1.0,0.0,0.7
B07C6FHTSH,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CBT73PV,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CC9HQ6Y,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CDCX945,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CDD45ZK,1,3.0,1.0,0.0,1.0,0.0,0.7
B07CDWFDS4,1,3.0,1.0,0.0,1.0,0.0,0.7
B07C1M321K,1,3.0,1.0,0.0,1.0,0.0,0.7
B07BYZBG2X,1,3.0,1.0,0.0,1.0,0.0,0.7
